0.25,0.45,0.65,0.85,0.99
0.525,0.549,0.555,0.662,0.721
0.207,0.386,0.608,0.595,0.586
0.533,0.555,0.531,0.403,0.539
0.532,0.396,0.596,0.632,0.578
0.55,0.635,0.597,0.502,0.593
0.546,0.515,0.624,0.572,0.664
0.445,0.552,0.464,0.653,0.651
0.6,0.491,0.441,0.51,0.614
0.666,0.384,0.644,0.498,0.653
0.516,0.482,0.672,0.605,0.653
0.516,0.608,0.505,0.592,0.583
0.586,0.48,0.499,0.538,0.59
0.594,0.655,0.485,0.546,0.624
0.604,0.523,0.587,0.525,0.557
0.417,0.521,0.407,0.494,0.586
0.548,0.291,0.591,0.713,0.685
0.608,0.708,0.487,0.504,0.557
0.381,0.471,0.633,0.603,0.629
0.409,0.393,0.445,0.548,0.652
0.575,0.341,0.62,0.577,0.584
0.617,0.586,0.541,0.531,0.517
0.586,0.452,0.531,0.53,0.638
0.293,0.327,0.539,0.553,0.655
0.48,0.541,0.537,0.715,0.588
0.498,0.56,0.667,0.581,0.604
0.529,0.4,0.49,0.509,0.547
0.419,0.546,0.607,0.636,0.576
0.56,0.38,0.586,0.6,0.552
0.648,0.386,0.514,0.583,0.596
0.589,0.548,0.572,0.55,0.595
0.425,0.711,0.46,0.574,0.633
0.521,0.49,0.629,0.584,0.597
0.529,0.406,0.436,0.513,0.686
0.467,0.561,0.622,0.55,0.654
0.452,0.554,0.6,0.568,0.604
0.521,0.736,0.558,0.514,0.518
0.591,0.639,0.701,0.637,0.654
0.453,0.318,0.429,0.633,0.555
0.606,0.547,0.325,0.49,0.605
0.558,0.58,0.614,0.617,0.691
0.621,0.547,0.565,0.595,0.598
0.488,0.57,0.697,0.503,0.63
0.389,0.626,0.275,0.506,0.543
0.599,0.486,0.547,0.476,0.622
0.332,0.612,0.656,0.477,0.689
0.589,0.567,0.561,0.596,0.571
0.515,0.301,0.525,0.52,0.629
0.57,0.519,0.637,0.449,0.557
0.59,0.43,0.523,0.611,0.548
0.609,0.54,0.532,0.614,0.632
0.574,0.558,0.426,0.521,0.692
0.509,0.465,0.474,0.604,0.629
0.682,0.549,0.514,0.523,0.524
0.646,0.573,0.594,0.602,0.465
0.519,0.56,0.487,0.609,0.62
0.537,0.495,0.549,0.725,0.509
0.521,0.49,0.572,0.585,0.636
0.676,0.622,0.496,0.657,0.591
0.494,0.579,0.445,0.631,0.552
0.428,0.51,0.572,0.599,0.588
0.396,0.443,0.554,0.561,0.514
0.662,0.523,0.644,0.625,0.67
0.406,0.42,0.65,0.729,0.473
0.485,0.48,0.381,0.672,0.527
0.555,0.647,0.485,0.573,0.471
0.401,0.569,0.518,0.568,0.485
0.474,0.461,0.573,0.596,0.586
0.49,0.429,0.615,0.814,0.652
0.539,0.652,0.547,0.692,0.664
0.49,0.522,0.605,0.681,0.525
0.525,0.519,0.627,0.571,0.724
0.474,0.61,0.629,0.535,0.593
0.276,0.515,0.615,0.787,0.599
0.552,0.584,0.554,0.579,0.613
0.566,0.585,0.447,0.587,0.562
0.502,0.362,0.476,0.393,0.452
0.551,0.581,0.685,0.502,0.551
0.584,0.423,0.59,0.705,0.545
0.48,0.567,0.748,0.513,0.641
0.613,0.62,0.532,0.661,0.465
0.342,0.666,0.635,0.526,0.513
0.478,0.538,0.634,0.67,0.591
0.623,0.708,0.497,0.453,0.629
0.473,0.356,0.532,0.545,0.544
0.582,0.492,0.358,0.649,0.605
0.676,0.609,0.576,0.718,0.498
0.627,0.598,0.493,0.645,0.706
0.533,0.51,0.525,0.612,0.412
0.401,0.562,0.551,0.433,0.585
0.62,0.565,0.475,0.507,0.541
0.46,0.564,0.55,0.606,0.518
0.54,0.606,0.458,0.558,0.67
0.501,0.573,0.589,0.553,0.661
0.448,0.564,0.528,0.507,0.603
0.479,0.532,0.681,0.514,0.618
0.515,0.465,0.31,0.627,0.765
0.261,0.53,0.52,0.428,0.543
0.373,0.52,0.649,0.579,0.518
0.501,0.552,0.487,0.676,0.423
0.448,0.355,0.55,0.575,0.537
