0.25,0.45,0.65,0.85,0.99
0.606,0.519,0.545,0.572,0.419
0.635,0.778,0.552,0.573,0.487
0.592,0.548,0.615,0.593,0.516
0.783,0.595,0.532,0.443,0.557
0.613,0.515,0.547,0.596,0.555
0.497,0.475,0.583,0.626,0.442
0.545,0.551,0.602,0.527,0.625
0.592,0.55,0.498,0.506,0.466
0.437,0.469,0.526,0.578,0.323
0.566,0.653,0.463,0.483,0.448
0.605,0.632,0.643,0.48,0.619
0.453,0.517,0.686,0.574,0.615
0.606,0.615,0.508,0.372,0.595
0.507,0.55,0.541,0.658,0.424
0.481,0.477,0.375,0.553,0.332
0.638,0.559,0.544,0.596,0.367
0.479,0.5,0.44,0.649,0.561
0.646,0.49,0.436,0.656,0.483
0.587,0.508,0.533,0.556,0.599
0.452,0.641,0.608,0.488,0.543
0.427,0.572,0.623,0.47,0.46
0.445,0.707,0.348,0.413,0.301
0.6,0.447,0.571,0.384,0.527
0.484,0.586,0.575,0.636,0.442
0.549,0.67,0.481,0.654,0.647
0.577,0.597,0.591,0.567,0.513
0.559,0.467,0.43,0.475,0.652
0.521,0.583,0.55,0.572,0.474
0.467,0.501,0.59,0.375,0.427
0.463,0.478,0.506,0.574,0.59
0.531,0.581,0.474,0.502,0.711
0.518,0.491,0.549,0.463,0.542
0.692,0.534,0.65,0.477,0.441
0.514,0.681,0.469,0.471,0.348
0.527,0.412,0.579,0.516,0.497
0.54,0.577,0.676,0.471,0.605
0.622,0.624,0.394,0.48,0.452
0.526,0.637,0.433,0.595,0.598
0.439,0.681,0.676,0.495,0.676
0.579,0.413,0.407,0.625,0.635
0.278,0.622,0.533,0.45,0.462
0.597,0.452,0.593,0.685,0.344
0.463,0.565,0.51,0.332,0.601
0.508,0.627,0.457,0.559,0.512
0.438,0.558,0.516,0.682,0.542
0.568,0.523,0.332,0.564,0.561
0.554,0.277,0.531,0.499,0.591
0.34,0.547,0.622,0.335,0.452
0.628,0.525,0.503,0.458,0.545
0.527,0.582,0.661,0.547,0.445
0.46,0.503,0.493,0.666,0.562
0.487,0.399,0.507,0.49,0.469
0.467,0.634,0.527,0.544,0.528
0.489,0.725,0.574,0.428,0.125
0.557,0.621,0.624,0.62,0.504
0.677,0.576,0.453,0.396,0.734
0.563,0.655,0.466,0.541,0.457
0.511,0.463,0.671,0.545,0.539
0.528,0.449,0.611,0.516,0.699
0.529,0.499,0.618,0.659,0.364
0.543,0.631,0.583,0.578,0.414
0.81,0.531,0.424,0.453,0.438
0.36,0.52,0.389,0.628,0.6
0.539,0.442,0.694,0.543,0.525
0.512,0.614,0.611,0.523,0.513
0.346,0.584,0.44,0.542,0.598
0.4,0.716,0.514,0.536,0.672
0.491,0.401,0.582,0.613,0.588
0.414,0.559,0.416,0.641,0.554
0.473,0.382,0.582,0.528,0.206
0.607,0.569,0.313,0.494,0.728
0.521,0.499,0.419,0.365,0.649
0.55,0.531,0.604,0.667,0.46
0.692,0.603,0.67,0.358,0.69
0.557,0.563,0.692,0.718,0.588
0.53,0.666,0.468,0.555,0.511
0.574,0.465,0.497,0.522,0.685
0.534,0.535,0.447,0.445,0.625
0.535,0.593,0.485,0.533,0.632
0.385,0.475,0.527,0.568,0.35
0.493,0.547,0.543,0.585,0.635
0.343,0.517,0.659,0.447,0.5
0.561,0.617,0.533,0.472,0.352
0.673,0.458,0.436,0.455,0.624
0.331,0.635,0.529,0.717,0.318
0.646,0.65,0.468,0.586,0.671
0.499,0.519,0.688,0.548,0.398
0.607,0.613,0.636,0.682,0.45
0.533,0.644,0.616,0.547,0.538
0.522,0.443,0.807,0.55,0.383
0.538,0.526,0.557,0.608,0.619
0.736,0.545,0.691,0.499,0.551
0.561,0.61,0.566,0.703,0.539
0.346,0.609,0.594,0.57,0.59
0.554,0.631,0.588,0.586,0.392
0.598,0.533,0.428,0.61,0.61
0.537,0.526,0.486,0.697,0.614
0.632,0.549,0.538,0.532,0.346
0.594,0.587,0.583,0.424,0.448
0.399,0.592,0.591,0.595,0.791
